user_id,skin_tone_category,sensor_accuracy_score,motion_context,error_rate,dropout_rate,wear_time_hours_per_day,willingness_to_share_score,actually_shared_data
U00004,type_iii_iv,0.9639136192245571,running,0.048585182305142804,0.11405059516100606,16.77964831948876,0.4223510327299355,False
U00005,type_i_ii,0.9896387759164259,rest,0.03451667468096921,0.09590592532855755,9.371375536856908,0.45284516849630496,False
U00006,type_i_ii,0.9530034402347067,running,0.04444172726519649,0.06394070305281613,7.417915581647357,0.41730406236374984,False
U00007,type_i_ii,0.963583165399011,walking,0.06510125819361078,0.18818223289663571,15.102210702586472,0.49050216447410416,False
U00008,type_iii_iv,0.9864123743310397,walking,0.0008005057580418688,0.17615278394196285,14.745235769950668,0.3777513735250473,False
U00010,type_i_ii,0.9735553337726772,walking,0.029692063433642977,0.06377102048972626,10.524940063685925,0.3354250861053148,False
U00013,type_iii_iv,0.9172316943653939,walking,0.08620470954311775,0.09286514774928142,6.17982846914094,0.47431476267445394,False
U00014,type_i_ii,0.9493381596428567,rest,0.026920891778750376,0.06759241773528782,4.864242845122766,0.7789505814060753,False
U00015,type_iii_iv,0.8943070056883098,walking,0.09045074051015141,0.006417602618467633,7.17014368553392,0.40413070937384193,False
U00020,type_i_ii,0.9698521971215428,walking,0.02275135909915441,0.11040032560370902,18.03510588820465,0.035759192996039246,False
U00021,type_i_ii,0.9138278971100818,walking,0.06588084921406218,0.2591779961537911,15.743083404879334,0.5663517450348953,True
U00023,type_iii_iv,0.9193883307811195,walking,0.11985088207784111,0.15107730289629742,9.70223276749919,0.5420730537746453,False
U00026,type_iii_iv,0.9174865932495563,walking,0.07289078733669929,0.04553292911618868,13.17989693876204,0.17707223756129237,True
U00027,type_i_ii,0.9870996414164785,rest,0.03220919609706387,0.189340213019013,14.700874582757912,0.3705001009595574,False
U00028,type_v_vi,0.7940409217230509,rest,0.16471481396539067,0.20422504389375926,16.23226544091863,0.054968227129909064,True
U00031,type_v_vi,0.8465676523346345,rest,0.1146612381448931,0.0,12.047698886245946,0.45367145440613044,True
U00033,type_iii_iv,0.7568877145795604,walking,0.24039870473911398,0.23338014256738665,10.287704528707312,0.18777200424378054,False
U00034,type_i_ii,0.9180059703090021,rest,0.061271457725306136,0.1278158468403352,7.830971288676751,0.2632439639465836,False
U00037,type_v_vi,0.8640813056309995,rest,0.10658648140338367,0.16054089479873518,15.70708901309423,0.5382983528251553,True
U00042,type_iii_iv,0.8846748476275423,walking,0.11733452158438863,0.10645227455104717,8.70453945989959,0.13633655771568298,False
U00043,type_iii_iv,0.8649975912322803,rest,0.06316670632453111,0.27815321735961324,5.345967558375292,0.23631130189985083,False
U00046,type_iii_iv,0.9010675922767151,rest,0.032886459081297316,0.09464558325065042,13.263856410440937,0.5671130642806153,False
U00047,type_i_ii,0.9864609791095705,running,0.05048829581187965,0.02770954983570191,7.703553380319433,0.5544032927561955,False
U00050,type_i_ii,0.9483690293331961,walking,0.0,0.12239073457209806,8.58113082020605,0.41306476758996663,False
U00051,type_i_ii,1.0,walking,0.003913703072537034,0.22658157300278514,6.0140977948335,0.4605021220809395,False
U00052,type_iii_iv,0.9110779948534583,rest,0.05754584331271084,0.1413314725649473,11.319523995093636,0.3407108291311667,False
U00054,type_i_ii,0.9755169535539379,walking,0.02769906936314413,0.12529335297417904,9.715540677653221,0.4006820397946384,False
